"review_id","product_category","timestamp","country","rating","sentiment","language_update"
"REV-D1510DF1","Toys","2024-09-11 12:42:41.000","IN","3","Neutral","en"
"REV-5FD13B3E","Home & Living","2024-09-08 02:32:20.000","GB","1","Negative","en"
"REV-BB31994A","Fashion","2024-09-06 23:25:00.000","US","1","Negative","en"
"REV-BD5939F3","Home & Living","2024-09-04 17:25:45.000","US","1","Negative","en"
"REV-C6A82786","Sports","2024-09-06 14:14:03.000","GB","5","Positive","en"
"REV-AC6A014D","Electronics","2024-09-14 01:09:53.000","US","1","Negative","en"
"REV-2D231A48","Fashion","2024-09-04 14:04:32.000","US","1","Negative","en"
"REV-714F4AC0","Beauty","2024-09-06 07:24:28.000","NL","1","Negative","en"
"REV-730D358C","Fashion","2024-09-05 14:43:37.000","CA","1","Negative","en"
"REV-423988A6","Fashion","2024-09-04 03:48:17.000","US","1","Negative","en"
"REV-57F1B2D1","Beauty","2024-09-05 17:47:22.000","GB","1","Negative","en"
"REV-7D5D5D40","Sports","2024-09-05 15:38:05.000","US","1","Negative","en"
"REV-E9582696","Fashion","2024-09-11 14:19:51.000","DE","1","Negative","en"
"REV-17DBE20B","Sports","2024-09-07 01:09:29.000","CA","1","Negative","en"
"REV-23D84407","Sports","2024-09-13 06:45:01.000","US","1","Negative","en"
"REV-DEFF37CF","Sports","2024-09-09 20:22:50.000","GB","1","Negative","en"
"REV-2C8397C9","Toys","2024-09-04 17:29:59.000","US","1","Negative","en"
"REV-51DD7EBA","Food & Grocery","2024-09-04 15:49:14.000","US","1","Negative","en"
"REV-BBDE8A48","Sports","2024-09-09 13:00:41.000","GB","1","Negative","en"
"REV-93A39BDE","Beauty","2024-09-06 16:58:07.000","GB","1","Negative","en"
"REV-45831D01","Food & Grocery","2024-09-08 14:22:16.000","GB","1","Negative","en"
"REV-AC2039DC","Sports","2024-09-14 12:48:30.000","GB","1","Negative","en"
"REV-F38A1A83","Beauty","2024-09-07 11:18:19.000","US","1","Negative","en"
"REV-FC02F2FB","Beauty","2024-09-06 13:58:34.000","NL","1","Negative","en"
"REV-5FCB1474","Home & Living","2024-09-08 23:00:27.000","US","1","Negative","en"
"REV-486AAAAA","Home & Living","2024-09-05 13:12:43.000","US","1","Negative","en"
"REV-47E696ED","Fashion","2024-09-04 01:58:43.000","GB","1","Negative","en"
"REV-ECF3428D","Sports","2024-09-08 21:23:39.000","US","1","Negative","en"
"REV-BB9C6579","Sports","2024-09-12 21:44:03.000","US","1","Negative","en"
"REV-F86D98BB","Food & Grocery","2024-09-14 07:41:57.000","MY","1","Negative","en"
"REV-8FC52701","Beauty","2024-09-05 04:21:54.000","US","1","Negative","en"
"REV-695821E9","Sports","2024-09-09 00:52:48.000","US","1","Negative","en"
"REV-23517707","Fashion","2024-09-10 14:00:24.000","FR","3","Neutral","en"
"REV-351157E9","Electronics","2024-09-06 19:28:32.000","US","5","Positive","en"
"REV-81455220","Electronics","2024-09-10 19:37:33.000","US","1","Negative","en"
"REV-9F642FD8","Electronics","2024-09-12 02:15:02.000","US","1","Negative","en"
"REV-0F668719","Toys","2024-09-07 15:41:38.000","US","1","Negative","en"
"REV-D5609E1D","Beauty","2024-09-09 03:30:07.000","US","1","Negative","en"
"REV-604706B3","Electronics","2024-09-04 19:50:27.000","US","1","Negative","en"
"REV-2DA22263","Toys","2024-09-09 19:41:36.000","GB","1","Negative","en"
"REV-49FFB035","Electronics","2024-09-07 22:22:36.000","GB","1","Negative","en"
"REV-89635365","Fashion","2024-09-05 19:26:57.000","US","1","Negative","en"
"REV-FD7C0C96","Home & Living","2024-09-05 16:32:55.000","GB","1","Negative","en"
"REV-3F802AD8","Fashion","2024-09-04 09:09:45.000","ES","3","Neutral","en"
"REV-FECCBDD1","Toys","2024-09-08 20:20:09.000","GB","1","Negative","en"
"REV-B4D11934","Beauty","2024-09-04 19:06:03.000","GB","1","Negative","en"
"REV-E29248F7","Food & Grocery","2024-09-05 14:53:40.000","IT","4","Positive","en"
"REV-5D69B37B","Sports","2024-09-06 11:54:05.000","GB","3","Neutral","en"
"REV-DB1428C8","Fashion","2024-09-04 02:55:31.000","US","1","Negative","en"
"REV-7F134127","Beauty","2024-09-05 09:52:42.000","GB","1","Negative","en"
"REV-9432DE56","Sports","2024-09-14 22:44:16.000","CA","1","Negative","en"
"REV-EBF04800","Home & Living","2024-09-11 07:31:23.000","US","1","Negative","en"
"REV-973FCE85","Home & Living","2024-09-04 01:20:22.000","CA","1","Negative","en"
"REV-667F64C8","Sports","2024-09-09 20:42:07.000","US","5","Positive","en"
"REV-680AD882","Home & Living","2024-09-13 16:19:35.000","US","4","Positive","en"
"REV-92230FC8","Beauty","2024-09-08 22:28:46.000","US","5","Positive","en"
"REV-B0818366","Fashion","2024-09-05 13:00:28.000","CA","1","Negative","en"
"REV-94A59675","Beauty","2024-09-08 12:52:56.000","GB","1","Negative","en"
"REV-5C5CE9C2","Beauty","2024-09-09 10:12:14.000","GB","5","Positive","en"
"REV-A077C858","Sports","2024-09-06 09:22:18.000","US","1","Negative","en"
"REV-DF0A8009","Food & Grocery","2024-09-04 13:52:41.000","GB","1","Negative","en"
"REV-540AB0A1","Food & Grocery","2024-09-14 16:09:55.000","GB","4","Positive","en"
"REV-0FF5D339","Fashion","2024-09-13 02:04:42.000","PR","1","Negative","en"
"REV-7A7CD3AF","Sports","2024-09-16 02:29:33.000","KW","5","Positive","en"
"REV-C66B8F43","Food & Grocery","2024-09-07 17:43:40.000","GB","1","Negative","en"
"REV-B88B9D20","Home & Living","2024-09-08 02:54:45.000","US","1","Negative","en"
"REV-D494A13B","Food & Grocery","2024-09-11 02:40:57.000","US","1","Negative","en"
"REV-6F103F72","Home & Living","2024-09-10 01:00:28.000","US","1","Negative","en"
"REV-FC80B419","Fashion","2024-09-05 03:11:09.000","US","5","Positive","en"
"REV-E16A60BF","Beauty","2024-09-05 15:09:46.000","PK","3","Neutral","en"
"REV-640BE10C","Beauty","2024-09-12 08:22:22.000","GB","1","Negative","en"
"REV-EEF45297","Food & Grocery","2024-09-05 13:53:43.000","GB","1","Negative","en"
"REV-253AC807","Home & Living","2024-09-13 07:55:03.000","US","1","Negative","en"
"REV-B457E984","Toys","2024-09-06 19:12:09.000","GB","1","Negative","en"
"REV-D0E47AC5","Electronics","2024-09-05 19:31:23.000","US","1","Negative","en"
"REV-42E320C2","Toys","2024-09-07 12:36:58.000","GB","1","Negative","en"
"REV-60C9232B","Electronics","2024-09-06 23:15:13.000","CA","1","Negative","en"
"REV-E8818A0C","Toys","2024-09-06 03:43:42.000","US","3","Neutral","en"
"REV-90DCCFE9","Beauty","2024-09-14 16:36:31.000","GB","1","Negative","en"
"REV-DF6C9124","Sports","2024-09-08 07:28:59.000","PT","1","Negative","en"
"REV-4F001A21","Beauty","2024-09-09 19:30:59.000","GB","1","Negative","en"
"REV-7F3C5322","Electronics","2024-09-04 00:59:02.000","GB","2","Negative","en"
"REV-A46B99D6","Sports","2024-09-13 16:32:56.000","US","1","Negative","en"
"REV-133D8E88","Home & Living","2024-09-06 12:33:27.000","US","1","Negative","en"
"REV-C4E38C2D","Food & Grocery","2024-09-04 05:40:08.000","US","1","Negative","en"
"REV-7ED2E015","Toys","2024-09-12 04:26:53.000","US","1","Negative","en"
"REV-78F59854","Home & Living","2024-09-14 00:15:27.000","US","1","Negative","en"
"REV-92598BC7","Home & Living","2024-09-13 21:59:06.000","DE","5","Positive","en"
"REV-361CC2C5","Food & Grocery","2024-09-06 10:07:19.000","US","1","Negative","en"
"REV-4EC518EB","Home & Living","2024-09-09 10:33:31.000","GB","5","Positive","en"
"REV-ACB9FB65","Food & Grocery","2024-09-13 12:59:05.000","GB","1","Negative","en"
"REV-F197ED18","Fashion","2024-09-07 10:55:06.000","US","3","Neutral","en"
"REV-1F05A167","Food & Grocery","2024-09-07 23:14:10.000","GB","1","Negative","en"
"REV-41A56033","Electronics","2024-09-11 01:46:12.000","US","3","Neutral","en"
"REV-C583CBAF","Toys","2024-09-06 21:21:26.000","GB","1","Negative","en"
"REV-234EBCA2","Sports","2024-09-13 16:17:51.000","IN","5","Positive","en"
"REV-4677079B","Sports","2024-09-04 20:43:24.000","US","1","Negative","en"
"REV-6B492483","Toys","2024-09-05 09:27:29.000","GB","1","Negative","en"
"REV-4351F6B9","Sports","2024-09-08 13:35:25.000","IN","1","Negative","en"
"REV-EF99724E","Food & Grocery","2024-09-05 14:21:33.000","US","1","Negative","en"
"REV-7DD5CBE0","Electronics","2024-09-14 03:26:26.000","US","1","Negative","en"
"REV-02114AAE","Fashion","2024-09-13 01:53:02.000","US","5","Positive","en"
"REV-CA1B1E86","Electronics","2024-09-12 21:12:44.000","US","2","Negative","en"
"REV-A3696D9C","Sports","2024-09-06 12:01:57.000","DE","4","Positive","en"
"REV-BE50FBF2","Fashion","2024-09-10 16:39:40.000","GB","4","Positive","en"
"REV-790BABE4","Toys","2024-09-08 23:43:03.000","GB","1","Negative","en"
"REV-9B3B9DCE","Fashion","2024-09-04 23:26:21.000","GB","1","Negative","en"
"REV-4346910D","Home & Living","2024-09-07 09:49:55.000","IN","5","Positive","en"
"REV-3DB628CD","Beauty","2024-09-05 15:56:48.000","ES","5","Positive","en"
"REV-37A106F1","Home & Living","2024-09-06 17:32:13.000","US","1","Negative","en"
"REV-85D1F564","Toys","2024-09-08 03:49:34.000","US","1","Negative","en"
"REV-94BE55DB","Sports","2024-09-07 14:28:51.000","IN","5","Positive","en"
"REV-8E15AA42","Sports","2024-09-05 13:35:52.000","US","4","Positive","en"
"REV-C3074BEC","Fashion","2024-09-06 12:10:56.000","GB","4","Positive","en"
"REV-5320C491","Food & Grocery","2024-09-03 21:07:07.000","US","1","Negative","en"
"REV-857D1356","Electronics","2024-09-03 17:56:44.000","GB","1","Negative","en"
"REV-0730046D","Beauty","2024-09-03 17:46:49.000","GB","2","Negative","en"
"REV-BF912578","Food & Grocery","2024-09-03 17:23:11.000","GB","2","Negative","en"
"REV-18158D98","Toys","2024-09-03 14:55:13.000","GB","1","Negative","en"
"REV-D49F8271","Electronics","2024-09-03 14:51:06.000","GB","5","Positive","en"
"REV-4C9F7D26","Sports","2024-09-03 06:29:53.000","US","1","Negative","en"
"REV-CF5A24C9","Fashion","2024-09-03 05:47:19.000","GB","1","Negative","en"
"REV-B07EA9F8","Electronics","2024-09-03 02:02:00.000","US","1","Negative","en"
"REV-635D16F3","Sports","2024-09-03 01:12:27.000","US","1","Negative","en"
"REV-5E266AEB","Food & Grocery","2024-09-02 23:33:15.000","US","1","Negative","en"
"REV-48B750E7","Food & Grocery","2024-09-02 23:09:38.000","GB","1","Negative","en"
"REV-CD6903F3","Beauty","2024-09-02 22:50:39.000","US","1","Negative","en"
"REV-375856C5","Beauty","2024-09-02 22:39:14.000","GB","1","Negative","en"
"REV-13D0CDFA","Fashion","2024-09-02 20:43:51.000","CA","1","Negative","en"
"REV-2777E7C7","Electronics","2024-09-02 18:21:45.000","US","1","Negative","en"
"REV-309F8C7B","Beauty","2024-09-02 17:13:08.000","US","1","Negative","en"
"REV-718C59A9","Food & Grocery","2024-09-03 11:52:30.000","US","1","Negative","en"
"REV-0740640F","Electronics","2024-09-02 15:03:41.000","US","2","Negative","en"
"REV-3F996499","Food & Grocery","2024-09-02 14:46:39.000","GB","1","Negative","en"
"REV-60561A06","Toys","2024-09-02 14:20:08.000","CA","1","Negative","en"
"REV-2C96B877","Food & Grocery","2024-09-02 14:18:06.000","US","1","Negative","en"
"REV-C20F3373","Fashion","2024-09-02 10:01:41.000","GB","5","Positive","en"
"REV-E9BB8F8F","Home & Living","2024-09-02 09:10:09.000","GB","1","Negative","en"
"REV-E92680E1","Toys","2024-09-02 08:04:20.000","IN","1","Negative","en"
"REV-FFE29153","Toys","2024-09-02 07:50:08.000","GB","1","Negative","en"
"REV-1EC410E6","Fashion","2024-09-02 07:34:24.000","TW","1","Negative","en"
"REV-ED8815B9","Electronics","2024-09-02 05:11:20.000","US","1","Negative","en"
"REV-C699EF0D","Electronics","2024-09-01 20:30:58.000","US","1","Negative","en"
"REV-7C2532C5","Fashion","2024-09-01 19:55:17.000","GB","3","Neutral","en"
"REV-FCF592F1","Beauty","2024-09-01 19:43:44.000","GB","1","Negative","en"
"REV-FA1A7AFD","Toys","2024-09-01 18:48:09.000","GB","1","Negative","en"
"REV-2F31E136","Beauty","2024-09-01 16:46:08.000","CA","1","Negative","en"
"REV-D503CBB8","Food & Grocery","2024-09-01 16:33:41.000","IE","1","Negative","en"
"REV-536C4F42","Toys","2024-09-01 15:21:14.000","IN","1","Negative","en"
"REV-583E6D61","Toys","2024-09-01 14:51:10.000","GB","1","Negative","en"
"REV-F0750534","Sports","2024-09-01 12:12:49.000","GB","1","Negative","en"
"REV-611C3B23","Home & Living","2024-09-01 08:31:11.000","IN","1","Negative","en"
"REV-45EA75AE","Electronics","2024-09-01 00:48:36.000","GB","1","Negative","en"
"REV-9C57FB1A","Toys","2024-09-01 00:33:27.000","GB","1","Negative","en"
"REV-9BE47FF3","Electronics","2024-08-31 21:51:57.000","US","1","Negative","en"
"REV-1E2A5F19","Food & Grocery","2024-08-31 18:00:17.000","GB","1","Negative","en"
"REV-F31AB30D","Electronics","2024-08-31 17:17:40.000","GB","1","Negative","en"
"REV-09D3F0B9","Beauty","2024-08-31 16:39:55.000","US","1","Negative","en"
"REV-5E749E11","Beauty","2024-08-31 14:53:04.000","CA","1","Negative","en"
"REV-785E14E1","Sports","2024-08-31 11:49:48.000","GB","5","Positive","en"
"REV-B8A72BFD","Home & Living","2024-08-31 09:58:33.000","IN","3","Neutral","en"
"REV-4F1EC53E","Food & Grocery","2024-08-31 09:53:00.000","GB","2","Negative","en"
"REV-73DE25C9","Beauty","2024-08-31 09:51:40.000","PK","1","Negative","en"
"REV-9C52ED6A","Fashion","2024-08-31 05:13:32.000","CA","5","Positive","en"
"REV-CF5964E7","Food & Grocery","2024-08-31 00:06:47.000","CA","1","Negative","en"
"REV-C64A25E2","Electronics","2024-08-30 23:04:38.000","US","5","Positive","en"
"REV-EBA8CFE7","Food & Grocery","2024-08-30 22:27:14.000","GB","1","Negative","en"
"REV-727D843E","Home & Living","2024-08-30 20:23:13.000","US","1","Negative","en"
"REV-F973B13D","Beauty","2024-08-30 20:22:21.000","GB","1","Negative","en"
"REV-FA4AFA65","Food & Grocery","2024-08-30 20:18:10.000","NL","1","Negative","en"
"REV-B4C6DF5B","Electronics","2024-08-30 20:04:10.000","US","1","Negative","en"
"REV-1EFA7CB3","Sports","2024-08-30 19:23:16.000","US","4","Positive","en"
"REV-12AC781B","Sports","2024-08-30 18:40:21.000","GB","5","Positive","en"
"REV-EB120928","Beauty","2024-08-30 18:37:24.000","US","2","Negative","en"
"REV-B37D88A7","Sports","2024-08-30 17:46:41.000","DK","1","Negative","en"
"REV-0687A84E","Fashion","2024-08-30 16:10:44.000","GB","1","Negative","en"
"REV-1902EB87","Home & Living","2024-08-30 13:54:17.000","IE","1","Negative","en"
"REV-3EEAF8D3","Sports","2024-08-30 12:08:39.000","GB","2","Negative","en"
"REV-684BF71E","Sports","2024-08-30 10:54:33.000","GB","1","Negative","en"
"REV-DD46102F","Fashion","2024-08-30 04:26:02.000","US","1","Negative","en"
"REV-40275FB5","Home & Living","2024-08-30 01:59:58.000","US","3","Neutral","en"
"REV-CEFC585E","Food & Grocery","2024-08-30 01:52:05.000","DE","5","Positive","en"
"REV-D1DF035B","Home & Living","2024-08-30 01:02:33.000","US","1","Negative","en"
"REV-69A0C8E1","Toys","2024-08-29 18:55:49.000","GB","1","Negative","en"
"REV-BCB41C57","Beauty","2024-08-29 17:33:59.000","US","1","Negative","en"
"REV-DD5CD165","Beauty","2024-09-10 11:07:36.000","GB","5","Positive","en"
"REV-D83EB359","Toys","2024-08-29 14:42:36.000","US","4","Positive","en"
"REV-F9A070B6","Fashion","2024-08-29 14:38:09.000","GB","1","Negative","en"
"REV-169BCAB8","Toys","2024-08-29 14:19:03.000","GB","1","Negative","en"
"REV-27B54A19","Food & Grocery","2024-08-29 12:57:16.000","GB","2","Negative","en"
"REV-17FCA1EB","Food & Grocery","2024-08-29 12:22:31.000","GB","4","Positive","en"
"REV-0C542600","Beauty","2024-08-29 10:14:50.000","GB","1","Negative","en"
"REV-87AA3050","Food & Grocery","2024-08-29 02:52:56.000","US","1","Negative","en"
"REV-AFBE9BE9","Beauty","2024-08-28 23:52:57.000","GB","1","Negative","en"
"REV-CE9BEFCB","Toys","2024-08-28 23:42:19.000","US","1","Negative","en"
"REV-CC944689","Toys","2024-08-28 21:56:39.000","GB","1","Negative","en"
"REV-ADB54541","Sports","2024-08-28 21:51:32.000","IE","4","Positive","en"
"REV-B94787F3","Sports","2024-08-28 21:16:37.000","GB","1","Negative","en"
"REV-205689F1","Toys","2024-08-28 20:57:03.000","GB","1","Negative","en"
"REV-D6156335","Beauty","2024-08-28 19:43:43.000","GB","1","Negative","en"
"REV-0644CB4D","Toys","2024-08-28 19:37:19.000","US","1","Negative","en"
"REV-EDFE076F","Toys","2024-08-28 15:55:11.000","GB","1","Negative","en"
"REV-FF52625F","Electronics","2024-08-28 13:05:11.000","GB","1","Negative","en"
"REV-E2F629A8","Fashion","2024-08-28 02:39:12.000","GB","1","Negative","en"
"REV-F3D50EF4","Toys","2024-08-27 21:04:55.000","GB","1","Negative","en"
"REV-B5779EC0","Food & Grocery","2024-08-27 20:07:19.000","GB","1","Negative","en"
"REV-D300AC4E","Beauty","2024-08-27 18:54:37.000","CA","1","Negative","en"
"REV-CE505E01","Fashion","2024-08-27 16:28:49.000","US","1","Negative","en"
"REV-68F6AF9E","Sports","2024-08-27 16:15:29.000","GB","1","Negative","en"
"REV-CB750357","Home & Living","2024-08-27 14:11:29.000","GB","1","Negative","en"
"REV-0E4335A2","Beauty","2024-08-27 09:05:24.000","IT","5","Positive","en"
"REV-D630F4E5","Food & Grocery","2024-08-27 03:14:32.000","DO","1","Negative","en"
"REV-C9A7041C","Beauty","2024-08-27 01:51:27.000","US","1","Negative","en"
"REV-95B6B239","Sports","2024-08-26 23:52:43.000","GB","1","Negative","en"
"REV-544FD2BC","Food & Grocery","2024-08-26 23:03:01.000","GB","1","Negative","en"
"REV-E1DAF4B5","Food & Grocery","2024-08-26 23:00:05.000","US","1","Negative","en"
"REV-3A321EC1","Home & Living","2024-08-26 19:58:30.000","GB","1","Negative","en"
"REV-24AF4FE8","Beauty","2024-08-26 17:58:51.000","US","1","Negative","en"
"REV-EEAFC90F","Electronics","2024-08-27 16:19:21.000","US","3","Neutral","en"
"REV-D603DA9D","Home & Living","2024-08-26 15:13:12.000","US","1","Negative","en"
"REV-CC0AD3A3","Electronics","2024-08-26 15:12:00.000","US","1","Negative","en"
"REV-E4010E52","Home & Living","2024-08-26 14:52:23.000","US","1","Negative","en"
"REV-497A0B01","Beauty","2024-08-26 12:40:10.000","AU","1","Negative","en"
"REV-21D08F2F","Toys","2024-08-26 09:39:28.000","GB","1","Negative","en"
"REV-FB2C9886","Toys","2024-08-26 05:38:12.000","US","1","Negative","en"
"REV-453D39C5","Sports","2024-08-26 00:35:53.000","US","1","Negative","en"
"REV-574028DC","Home & Living","2024-08-26 00:12:41.000","US","1","Negative","en"
"REV-19467B9C","Fashion","2024-08-25 22:30:19.000","GB","1","Negative","en"
"REV-A4C896D4","Home & Living","2024-08-25 21:10:23.000","CA","1","Negative","en"
"REV-84A613C8","Home & Living","2024-08-25 18:48:40.000","IT","1","Negative","en"
"REV-720587B5","Home & Living","2024-08-25 17:45:09.000","US","1","Negative","en"
"REV-5245FE7F","Electronics","2024-08-25 17:29:07.000","GB","1","Negative","en"
"REV-6E1B9F3C","Sports","2024-08-25 16:03:28.000","GB","1","Negative","en"
"REV-F9BA8BCB","Toys","2024-08-25 14:42:07.000","GB","1","Negative","en"
"REV-6FE51AD8","Sports","2024-08-25 14:14:08.000","GB","1","Negative","en"
"REV-9FF511D7","Sports","2024-08-25 14:07:37.000","CA","1","Negative","en"
"REV-D1798E3F","Sports","2024-08-25 09:54:05.000","TR","1","Negative","en"
"REV-8B83E57C","Toys","2024-08-25 05:56:59.000","GB","1","Negative","en"
"REV-24325754","Toys","2024-08-24 10:17:45.000","BE","5","Positive","en"
"REV-4E427C48","Home & Living","2024-08-24 09:05:32.000","GB","5","Positive","en"
"REV-F5D5E1F9","Sports","2024-08-24 08:52:41.000","GB","5","Positive","en"
